Country,Year,Value
Turks and Caicos Islands,2021,405.00
Tuvalu,1995,1.00
Tuvalu,2005,1.00
Tuvalu,2010,2.00
Tuvalu,2020,1.00
Tuvalu,2021,0.00
Tuvalu,2022,0.00
Uganda,1995,160.00
Uganda,2005,468.00
Uganda,2010,946.00
Uganda,2020,473.00
Uganda,2021,513.00
Ukraine,1995,3716.00
Ukraine,2005,17631.00
Ukraine,2010,21203.00
Ukraine,2020,3141.00
Ukraine,2021,3973.00
Ukraine,2022,2173.00
United Arab Emirates,1995,2315.00
United Arab Emirates,2005,7126.00
United Arab Emirates,2020,7165.00
United Arab Emirates,2021,11479.00
United Kingdom,1995,21719.00
United Kingdom,2005,28039.00
United Kingdom,2010,28911.00
United Kingdom,2020,10714.00
United Kingdom,2021,6287.00
United Kingdom,2022,30741.00
United Rep. of Tanzania,1995,295.00
United Rep. of Tanzania,2005,613.00
United Rep. of Tanzania,2010,783.00
United Rep. of Tanzania,2020,621.00
United Rep. of Tanzania,2021,1027.00
United States of America,1995,43318.00
United States of America,2005,49206.00
United States of America,2010,60010.00
United States of America,2020,19212.00
United States of America,2021,22280.00
United States of America,2022,50870.00
United States Virgin Islands,1995,454.00
United States Virgin Islands,2005,594.00
United States Virgin Islands,2010,572.00
United States Virgin Islands,2020,303.00
United States Virgin Islands,2021,685.00
Uruguay,1995,2022.00
Uruguay,2005,1808.00
Uruguay,2010,2353.00
Uzbekistan,1995,92.00
Uzbekistan,2005,242.00
Uzbekistan,2010,975.00
Uzbekistan,2020,1504.00
Uzbekistan,2021,1881.00
Uzbekistan,2022,5233.00
Vanuatu,1995,44.00
Vanuatu,2005,62.00
Vanuatu,2010,97.00
Vanuatu,2020,22.00
Vanuatu,2022,30.00
Venezuela (Boliv. Rep. of),1995,700.00
Venezuela (Boliv. Rep. of),2005,706.00
Venezuela (Boliv. Rep. of),2010,526.00
Viet Nam,1995,1351.00
Viet Nam,2005,3477.00
Viet Nam,2010,5050.00
Viet Nam,2020,3837.00
Viet Nam,2021,157.00
Viet Nam,2022,3661.00
Yemen,1995,61.00
Yemen,2005,336.00
Yemen,2010,1025.00
Zambia,1995,163.00
Zambia,2005,669.00
Zambia,2010,815.00
Zambia,2020,502.00
Zambia,2021,554.00
Zimbabwe,1995,1416.00
Zimbabwe,2005,1559.00
Zimbabwe,2010,2239.00
Zimbabwe,2020,639.00
Zimbabwe,2021,381.00
Zimbabwe,2022,1044.00
